layer,head,k,iou_score,program_idxs_used
5,7,13,0.535,68|33|55|23|30|64|27|24|32|36|28|58|18
5,7,14,0.536,68|33|55|23|30|64|27|24|32|36|28|58|18|2
5,7,15,0.536,68|33|55|23|30|64|27|24|32|36|28|58|18|2|56
5,7,16,0.536,68|33|55|23|30|64|27|24|32|36|28|58|18|2|56|59
5,7,17,0.536,68|33|55|23|30|64|27|24|32|36|28|58|18|2|56|59|14
5,7,18,0.536,68|33|55|23|30|64|27|24|32|36|28|58|18|2|56|59|14|53
5,7,19,0.567,68|33|55|23|30|64|27|24|32|36|28|58|18|2|56|59|14|53|61
5,7,20,0.567,68|33|55|23|30|64|27|24|32|36|28|58|18|2|56|59|14|53|61|25
5,8,1,0.113,68
5,8,2,0.603,68|55
5,8,3,0.634,68|55|23
5,8,4,0.634,68|55|23|27
5,8,5,0.646,68|55|23|27|30
5,8,6,0.647,68|55|23|27|30|64
5,8,7,0.649,68|55|23|27|30|64|2
5,8,8,0.65,68|55|23|27|30|64|2|58
5,8,9,0.657,68|55|23|27|30|64|2|58|36
5,8,10,0.658,68|55|23|27|30|64|2|58|36|32
5,8,11,0.658,68|55|23|27|30|64|2|58|36|32|28
5,8,12,0.658,68|55|23|27|30|64|2|58|36|32|28|24
5,8,13,0.659,68|55|23|27|30|64|2|58|36|32|28|24|18
5,8,14,0.657,68|55|23|27|30|64|2|58|36|32|28|24|18|33
5,8,15,0.657,68|55|23|27|30|64|2|58|36|32|28|24|18|33|56
5,8,16,0.657,68|55|23|27|30|64|2|58|36|32|28|24|18|33|56|59
5,8,17,0.657,68|55|23|27|30|64|2|58|36|32|28|24|18|33|56|59|14
5,8,18,0.657,68|55|23|27|30|64|2|58|36|32|28|24|18|33|56|59|14|53
5,8,19,0.694,68|55|23|27|30|64|2|58|36|32|28|24|18|33|56|59|14|53|61
5,8,20,0.694,68|55|23|27|30|64|2|58|36|32|28|24|18|33|56|59|14|53|61|25
5,9,1,0.778,55
5,9,2,0.819,55|23
5,9,3,0.827,55|23|30
5,9,4,0.827,55|23|30|27
5,9,5,0.83,55|23|30|27|64
5,9,6,0.83,55|23|30|27|64|36
5,9,7,0.832,55|23|30|27|64|36|2
5,9,8,0.834,55|23|30|27|64|36|2|32
5,9,9,0.836,55|23|30|27|64|36|2|32|58
5,9,10,0.836,55|23|30|27|64|36|2|32|58|28
5,9,11,0.836,55|23|30|27|64|36|2|32|58|28|18
5,9,12,0.836,55|23|30|27|64|36|2|32|58|28|18|24
5,9,13,0.836,55|23|30|27|64|36|2|32|58|28|18|24|68
5,9,14,0.836,55|23|30|27|64|36|2|32|58|28|18|24|68|56
5,9,15,0.836,55|23|30|27|64|36|2|32|58|28|18|24|68|56|53
5,9,16,0.873,55|23|30|27|64|36|2|32|58|28|18|24|68|56|53|61
5,9,17,0.873,55|23|30|27|64|36|2|32|58|28|18|24|68|56|53|61|14
5,9,18,0.873,55|23|30|27|64|36|2|32|58|28|18|24|68|56|53|61|14|25
5,9,19,0.879,55|23|30|27|64|36|2|32|58|28|18|24|68|56|53|61|14|25|54
5,9,20,0.879,55|23|30|27|64|36|2|32|58|28|18|24|68|56|53|61|14|25|54|60
5,10,1,0.165,68
5,10,2,0.302,68|33
5,10,3,0.53,68|33|55
5,10,4,0.547,68|33|55|23
5,10,5,0.559,68|33|55|23|30
5,10,6,0.562,68|33|55|23|30|64
5,10,7,0.562,68|33|55|23|30|64|27
5,10,8,0.562,68|33|55|23|30|64|27|24
5,10,9,0.571,68|33|55|23|30|64|27|24|32
5,10,10,0.57,68|33|55|23|30|64|27|24|32|36
5,10,11,0.57,68|33|55|23|30|64|27|24|32|36|28
5,10,12,0.568,68|33|55|23|30|64|27|24|32|36|28|58
5,10,13,0.568,68|33|55|23|30|64|27|24|32|36|28|58|18
5,10,14,0.577,68|33|55|23|30|64|27|24|32|36|28|58|18|2
5,10,15,0.577,68|33|55|23|30|64|27|24|32|36|28|58|18|2|59
5,10,16,0.577,68|33|55|23|30|64|27|24|32|36|28|58|18|2|59|56
5,10,17,0.577,68|33|55|23|30|64|27|24|32|36|28|58|18|2|59|56|14
5,10,18,0.578,68|33|55|23|30|64|27|24|32|36|28|58|18|2|59|56|14|25
5,10,19,0.578,68|33|55|23|30|64|27|24|32|36|28|58|18|2|59|56|14|25|53
5,10,20,0.65,68|33|55|23|30|64|27|24|32|36|28|58|18|2|59|56|14|25|53|61
5,11,1,0.277,33
5,11,2,0.277,33|68
5,11,3,0.563,33|68|55
5,11,4,0.594,33|68|55|23
5,11,5,0.604,33|68|55|23|30
5,11,6,0.604,33|68|55|23|30|64
5,11,7,0.604,33|68|55|23|30|64|27
5,11,8,0.604,33|68|55|23|30|64|27|24
5,11,9,0.67,33|68|55|23|30|64|27|24|32
5,11,10,0.678,33|68|55|23|30|64|27|24|32|36
5,11,11,0.678,33|68|55|23|30|64|27|24|32|36|28
5,11,12,0.674,33|68|55|23|30|64|27|24|32|36|28|58
5,11,13,0.674,33|68|55|23|30|64|27|24|32|36|28|58|18
5,11,14,0.68,33|68|55|23|30|64|27|24|32|36|28|58|18|2
5,11,15,0.68,33|68|55|23|30|64|27|24|32|36|28|58|18|2|52
5,11,16,0.68,33|68|55|23|30|64|27|24|32|36|28|58|18|2|52|59
5,11,17,0.68,33|68|55|23|30|64|27|24|32|36|28|58|18|2|52|59|56
5,11,18,0.685,33|68|55|23|30|64|27|24|32|36|28|58|18|2|52|59|56|38
5,11,19,0.685,33|68|55|23|30|64|27|24|32|36|28|58|18|2|52|59|56|38|14
5,11,20,0.685,33|68|55|23|30|64|27|24|32|36|28|58|18|2|52|59|56|38|14|25
6,0,1,0.179,62
6,0,2,0.185,62|9
6,0,3,0.185,62|9|68
6,0,4,0.28,62|9|68|33
6,0,5,0.345,62|9|68|33|55
6,0,6,0.349,62|9|68|33|55|23
6,0,7,0.349,62|9|68|33|55|23|27
6,0,8,0.349,62|9|68|33|55|23|27|64
6,0,9,0.363,62|9|68|33|55|23|27|64|30
6,0,10,0.364,62|9|68|33|55|23|27|64|30|58
6,0,11,0.364,62|9|68|33|55|23|27|64|30|58|24
6,0,12,0.366,62|9|68|33|55|23|27|64|30|58|24|18
6,0,13,0.366,62|9|68|33|55|23|27|64|30|58|24|18|2
6,0,14,0.368,62|9|68|33|55|23|27|64|30|58|24|18|2|32
6,0,15,0.367,62|9|68|33|55|23|27|64|30|58|24|18|2|32|36
6,0,16,0.37,62|9|68|33|55|23|27|64|30|58|24|18|2|32|36|28
6,0,17,0.37,62|9|68|33|55|23|27|64|30|58|24|18|2|32|36|28|56
6,0,18,0.37,62|9|68|33|55|23|27|64|30|58|24|18|2|32|36|28|56|52
6,0,19,0.37,62|9|68|33|55|23|27|64|30|58|24|18|2|32|36|28|56|52|59
6,0,20,0.37,62|9|68|33|55|23|27|64|30|58|24|18|2|32|36|28|56|52|59|17
6,1,1,0.122,68
6,1,2,0.519,68|55
6,1,3,0.557,68|55|23
6,1,4,0.557,68|55|23|27
6,1,5,0.57,68|55|23|27|30
6,1,6,0.571,68|55|23|27|30|64
6,1,7,0.572,68|55|23|27|30|64|2
6,1,8,0.575,68|55|23|27|30|64|2|58
6,1,9,0.582,68|55|23|27|30|64|2|58|36
6,1,10,0.583,68|55|23|27|30|64|2|58|36|32
6,1,11,0.583,68|55|23|27|30|64|2|58|36|32|28
6,1,12,0.583,68|55|23|27|30|64|2|58|36|32|28|24
6,1,13,0.585,68|55|23|27|30|64|2|58|36|32|28|24|18
6,1,14,0.586,68|55|23|27|30|64|2|58|36|32|28|24|18|33
6,1,15,0.586,68|55|23|27|30|64|2|58|36|32|28|24|18|33|56
6,1,16,0.586,68|55|23|27|30|64|2|58|36|32|28|24|18|33|56|59
6,1,17,0.586,68|55|23|27|30|64|2|58|36|32|28|24|18|33|56|59|14
6,1,18,0.586,68|55|23|27|30|64|2|58|36|32|28|24|18|33|56|59|14|52
6,1,19,0.586,68|55|23|27|30|64|2|58|36|32|28|24|18|33|56|59|14|52|53
6,1,20,0.586,68|55|23|27|30|64|2|58|36|32|28|24|18|33|56|59|14|52|53|25
6,2,1,0.126,68
6,2,2,0.726,68|55
6,2,3,0.752,68|55|23
6,2,4,0.752,68|55|23|27
6,2,5,0.764,68|55|23|27|30
6,2,6,0.768,68|55|23|27|30|64
6,2,7,0.771,68|55|23|27|30|64|2
6,2,8,0.776,68|55|23|27|30|64|2|58
6,2,9,0.777,68|55|23|27|30|64|2|58|36
6,2,10,0.778,68|55|23|27|30|64|2|58|36|32
6,2,11,0.779,68|55|23|27|30|64|2|58|36|32|28
6,2,12,0.779,68|55|23|27|30|64|2|58|36|32|28|24
6,2,13,0.779,68|55|23|27|30|64|2|58|36|32|28|24|18
6,2,14,0.779,68|55|23|27|30|64|2|58|36|32|28|24|18|56
6,2,15,0.779,68|55|23|27|30|64|2|58|36|32|28|24|18|56|33
6,2,16,0.779,68|55|23|27|30|64|2|58|36|32|28|24|18|56|33|59
6,2,17,0.779,68|55|23|27|30|64|2|58|36|32|28|24|18|56|33|59|53
6,2,18,0.826,68|55|23|27|30|64|2|58|36|32|28|24|18|56|33|59|53|61
6,2,19,0.826,68|55|23|27|30|64|2|58|36|32|28|24|18|56|33|59|53|61|14
6,2,20,0.826,68|55|23|27|30|64|2|58|36|32|28|24|18|56|33|59|53|61|14|25
6,3,1,0.143,68
6,3,2,0.616,68|55
6,3,3,0.65,68|55|23
6,3,4,0.65,68|55|23|27
6,3,5,0.661,68|55|23|27|30
6,3,6,0.664,68|55|23|27|30|64
6,3,7,0.668,68|55|23|27|30|64|2
6,3,8,0.673,68|55|23|27|30|64|2|58
6,3,9,0.668,68|55|23|27|30|64|2|58|36
6,3,10,0.669,68|55|23|27|30|64|2|58|36|32
6,3,11,0.67,68|55|23|27|30|64|2|58|36|32|28
6,3,12,0.67,68|55|23|27|30|64|2|58|36|32|28|24
6,3,13,0.671,68|55|23|27|30|64|2|58|36|32|28|24|18
6,3,14,0.671,68|55|23|27|30|64|2|58|36|32|28|24|18|59
6,3,15,0.67,68|55|23|27|30|64|2|58|36|32|28|24|18|59|56
6,3,16,0.67,68|55|23|27|30|64|2|58|36|32|28|24|18|59|56|33
6,3,17,0.67,68|55|23|27|30|64|2|58|36|32|28|24|18|59|56|33|14
6,3,18,0.67,68|55|23|27|30|64|2|58|36|32|28|24|18|59|56|33|14|53
6,3,19,0.715,68|55|23|27|30|64|2|58|36|32|28|24|18|59|56|33|14|53|61
6,3,20,0.714,68|55|23|27|30|64|2|58|36|32|28|24|18|59|56|33|14|53|61|25
6,4,1,0.297,33
6,4,2,0.297,33|68
6,4,3,0.563,33|68|55
6,4,4,0.592,33|68|55|23
6,4,5,0.605,33|68|55|23|30
6,4,6,0.606,33|68|55|23|30|64
6,4,7,0.606,33|68|55|23|30|64|27
6,4,8,0.606,33|68|55|23|30|64|27|59
6,4,9,0.606,33|68|55|23|30|64|27|59|24
6,4,10,0.616,33|68|55|23|30|64|27|59|24|36
6,4,11,0.618,33|68|55|23|30|64|27|59|24|36|32
6,4,12,0.618,33|68|55|23|30|64|27|59|24|36|32|18
6,4,13,0.618,33|68|55|23|30|64|27|59|24|36|32|18|28
6,4,14,0.621,33|68|55|23|30|64|27|59|24|36|32|18|28|2
6,4,15,0.631,33|68|55|23|30|64|27|59|24|36|32|18|28|2|58
6,4,16,0.631,33|68|55|23|30|64|27|59|24|36|32|18|28|2|58|56
6,4,17,0.631,33|68|55|23|30|64|27|59|24|36|32|18|28|2|58|56|14
6,4,18,0.634,33|68|55|23|30|64|27|59|24|36|32|18|28|2|58|56|14|38
6,4,19,0.634,33|68|55|23|30|64|27|59|24|36|32|18|28|2|58|56|14|38|25
6,4,20,0.716,33|68|55|23|30|64|27|59|24|36|32|18|28|2|58|56|14|38|25|61
6,5,1,0.184,68
6,5,2,0.319,68|33
6,5,3,0.563,68|33|55
6,5,4,0.585,68|33|55|23
6,5,5,0.597,68|33|55|23|30
6,5,6,0.601,68|33|55|23|30|64
6,5,7,0.601,68|33|55|23|30|64|27
6,5,8,0.601,68|33|55|23|30|64|27|24
6,5,9,0.634,68|33|55|23|30|64|27|24|32
6,5,10,0.633,68|33|55|23|30|64|27|24|32|36
6,5,11,0.633,68|33|55|23|30|64|27|24|32|36|28
6,5,12,0.629,68|33|55|23|30|64|27|24|32|36|28|58
6,5,13,0.629,68|33|55|23|30|64|27|24|32|36|28|58|18
6,5,14,0.642,68|33|55|23|30|64|27|24|32|36|28|58|18|2
6,5,15,0.642,68|33|55|23|30|64|27|24|32|36|28|58|18|2|59
6,5,16,0.642,68|33|55|23|30|64|27|24|32|36|28|58|18|2|59|56
6,5,17,0.642,68|33|55|23|30|64|27|24|32|36|28|58|18|2|59|56|14
6,5,18,0.642,68|33|55|23|30|64|27|24|32|36|28|58|18|2|59|56|14|52
6,5,19,0.648,68|33|55|23|30|64|27|24|32|36|28|58|18|2|59|56|14|52|38
6,5,20,0.648,68|33|55|23|30|64|27|24|32|36|28|58|18|2|59|56|14|52|38|25
6,6,1,0.112,68
6,6,2,0.286,68|33
6,6,3,0.666,68|33|55
6,6,4,0.703,68|33|55|23
6,6,5,0.709,68|33|55|23|30
6,6,6,0.71,68|33|55|23|30|64
6,6,7,0.71,68|33|55|23|30|64|27
6,6,8,0.71,68|33|55|23|30|64|27|24
6,6,9,0.77,68|33|55|23|30|64|27|24|32
6,6,10,0.773,68|33|55|23|30|64|27|24|32|36
6,6,11,0.773,68|33|55|23|30|64|27|24|32|36|28
6,6,12,0.771,68|33|55|23|30|64|27|24|32|36|28|58
6,6,13,0.771,68|33|55|23|30|64|27|24|32|36|28|58|18
6,6,14,0.776,68|33|55|23|30|64|27|24|32|36|28|58|18|2
6,6,15,0.776,68|33|55|23|30|64|27|24|32|36|28|58|18|2|59
6,6,16,0.776,68|33|55|23|30|64|27|24|32|36|28|58|18|2|59|56
6,6,17,0.776,68|33|55|23|30|64|27|24|32|36|28|58|18|2|59|56|14
6,6,18,0.815,68|33|55|23|30|64|27|24|32|36|28|58|18|2|59|56|14|61
6,6,19,0.815,68|33|55|23|30|64|27|24|32|36|28|58|18|2|59|56|14|61|53
6,6,20,0.815,68|33|55|23|30|64|27|24|32|36|28|58|18|2|59|56|14|61|53|25
6,7,1,0.193,68
6,7,2,0.288,68|33
6,7,3,0.437,68|33|55
6,7,4,0.457,68|33|55|23
6,7,5,0.471,68|33|55|23|30
6,7,6,0.472,68|33|55|23|30|64
6,7,7,0.472,68|33|55|23|30|64|27
6,7,8,0.472,68|33|55|23|30|64|27|24
6,7,9,0.479,68|33|55|23|30|64|27|24|32
6,7,10,0.477,68|33|55|23|30|64|27|24|32|36
6,7,11,0.477,68|33|55|23|30|64|27|24|32|36|28
6,7,12,0.475,68|33|55|23|30|64|27|24|32|36|28|58
6,7,13,0.475,68|33|55|23|30|64|27|24|32|36|28|58|18
6,7,14,0.486,68|33|55|23|30|64|27|24|32|36|28|58|18|2
6,7,15,0.486,68|33|55|23|30|64|27|24|32|36|28|58|18|2|59
6,7,16,0.486,68|33|55|23|30|64|27|24|32|36|28|58|18|2|59|56
6,7,17,0.486,68|33|55|23|30|64|27|24|32|36|28|58|18|2|59|56|52
6,7,18,0.486,68|33|55|23|30|64|27|24|32|36|28|58|18|2|59|56|52|14
6,7,19,0.487,68|33|55|23|30|64|27|24|32|36|28|58|18|2|59|56|52|14|25
6,7,20,0.487,68|33|55|23|30|64|27|24|32|36|28|58|18|2|59|56|52|14|25|53
6,8,1,0.136,68
6,8,2,0.253,68|33
6,8,3,0.389,68|33|55
6,8,4,0.402,68|33|55|23
6,8,5,0.416,68|33|55|23|30
6,8,6,0.418,68|33|55|23|30|64
6,8,7,0.418,68|33|55|23|30|64|27
6,8,8,0.418,68|33|55|23|30|64|27|24
6,8,9,0.421,68|33|55|23|30|64|27|24|32
6,8,10,0.421,68|33|55|23|30|64|27|24|32|36
6,8,11,0.421,68|33|55|23|30|64|27|24|32|36|28
6,8,12,0.425,68|33|55|23|30|64|27|24|32|36|28|58
6,8,13,0.425,68|33|55|23|30|64|27|24|32|36|28|58|18
6,8,14,0.425,68|33|55|23|30|64|27|24|32|36|28|58|18|2
6,8,15,0.425,68|33|55|23|30|64|27|24|32|36|28|58|18|2|56
6,8,16,0.425,68|33|55|23|30|64|27|24|32|36|28|58|18|2|56|52
6,8,17,0.425,68|33|55|23|30|64|27|24|32|36|28|58|18|2|56|52|59
6,8,18,0.425,68|33|55|23|30|64|27|24|32|36|28|58|18|2|56|52|59|14
6,8,19,0.426,68|33|55|23|30|64|27|24|32|36|28|58|18|2|56|52|59|14|25
6,8,20,0.426,68|33|55|23|30|64|27|24|32|36|28|58|18|2|56|52|59|14|25|53
6,9,1,0.954,23
6,9,2,0.954,23|27
6,9,3,0.955,23|27|30
6,9,4,0.955,23|27|30|64
6,9,5,0.956,23|27|30|64|55
6,9,6,0.958,23|27|30|64|55|36
6,9,7,0.958,23|27|30|64|55|36|2
6,9,8,0.958,23|27|30|64|55|36|2|32
6,9,9,0.959,23|27|30|64|55|36|2|32|58
6,9,10,0.959,23|27|30|64|55|36|2|32|58|28
6,9,11,0.959,23|27|30|64|55|36|2|32|58|28|18
6,9,12,0.959,23|27|30|64|55|36|2|32|58|28|18|24
6,9,13,0.959,23|27|30|64|55|36|2|32|58|28|18|24|56
6,9,14,0.959,23|27|30|64|55|36|2|32|58|28|18|24|56|25
6,9,15,0.959,23|27|30|64|55|36|2|32|58|28|18|24|56|25|53
6,9,16,0.961,23|27|30|64|55|36|2|32|58|28|18|24|56|25|53|61
6,9,17,0.961,23|27|30|64|55|36|2|32|58|28|18|24|56|25|53|61|14
6,9,18,0.961,23|27|30|64|55|36|2|32|58|28|18|24|56|25|53|61|14|54
6,9,19,0.961,23|27|30|64|55|36|2|32|58|28|18|24|56|25|53|61|14|54|60
6,9,20,0.961,23|27|30|64|55|36|2|32|58|28|18|24|56|25|53|61|14|54|60|20
6,10,1,0.819,55
6,10,2,0.867,55|23
6,10,3,0.871,55|23|30
6,10,4,0.871,55|23|30|27
6,10,5,0.872,55|23|30|27|64
6,10,6,0.878,55|23|30|27|64|36
6,10,7,0.879,55|23|30|27|64|36|2
6,10,8,0.88,55|23|30|27|64|36|2|32
6,10,9,0.882,55|23|30|27|64|36|2|32|58
6,10,10,0.882,55|23|30|27|64|36|2|32|58|28
6,10,11,0.883,55|23|30|27|64|36|2|32|58|28|18
6,10,12,0.883,55|23|30|27|64|36|2|32|58|28|18|24
6,10,13,0.883,55|23|30|27|64|36|2|32|58|28|18|24|68
6,10,14,0.882,55|23|30|27|64|36|2|32|58|28|18|24|68|56
6,10,15,0.882,55|23|30|27|64|36|2|32|58|28|18|24|68|56|14
6,10,16,0.882,55|23|30|27|64|36|2|32|58|28|18|24|68|56|14|53
6,10,17,0.902,55|23|30|27|64|36|2|32|58|28|18|24|68|56|14|53|61
6,10,18,0.903,55|23|30|27|64|36|2|32|58|28|18|24|68|56|14|53|61|25
6,10,19,0.905,55|23|30|27|64|36|2|32|58|28|18|24|68|56|14|53|61|25|54
6,10,20,0.905,55|23|30|27|64|36|2|32|58|28|18|24|68|56|14|53|61|25|54|60
6,11,1,0.156,68
6,11,2,0.275,68|33
6,11,3,0.406,68|33|55
6,11,4,0.416,68|33|55|23
6,11,5,0.428,68|33|55|23|30
6,11,6,0.437,68|33|55|23|30|64
6,11,7,0.437,68|33|55|23|30|64|27
6,11,8,0.437,68|33|55|23|30|64|27|24
6,11,9,0.447,68|33|55|23|30|64|27|24|32
6,11,10,0.447,68|33|55|23|30|64|27|24|32|36
6,11,11,0.448,68|33|55|23|30|64|27|24|32|36|28
6,11,12,0.452,68|33|55|23|30|64|27|24|32|36|28|58
6,11,13,0.452,68|33|55|23|30|64|27|24|32|36|28|58|18
6,11,14,0.453,68|33|55|23|30|64|27|24|32|36|28|58|18|2
6,11,15,0.453,68|33|55|23|30|64|27|24|32|36|28|58|18|2|56
6,11,16,0.453,68|33|55|23|30|64|27|24|32|36|28|58|18|2|56|59
6,11,17,0.453,68|33|55|23|30|64|27|24|32|36|28|58|18|2|56|59|52
6,11,18,0.453,68|33|55|23|30|64|27|24|32|36|28|58|18|2|56|59|52|14
6,11,19,0.453,68|33|55|23|30|64|27|24|32|36|28|58|18|2|56|59|52|14|25
6,11,20,0.453,68|33|55|23|30|64|27|24|32|36|28|58|18|2|56|59|52|14|25|53
7,0,1,0.098,68
7,0,2,0.234,68|33
7,0,3,0.413,68|33|55
7,0,4,0.429,68|33|55|23
7,0,5,0.437,68|33|55|23|30
7,0,6,0.437,68|33|55|23|30|64
7,0,7,0.437,68|33|55|23|30|64|27
7,0,8,0.437,68|33|55|23|30|64|27|24
7,0,9,0.441,68|33|55|23|30|64|27|24|32
7,0,10,0.441,68|33|55|23|30|64|27|24|32|36
7,0,11,0.441,68|33|55|23|30|64|27|24|32|36|28
7,0,12,0.445,68|33|55|23|30|64|27|24|32|36|28|58
7,0,13,0.445,68|33|55|23|30|64|27|24|32|36|28|58|18
7,0,14,0.445,68|33|55|23|30|64|27|24|32|36|28|58|18|2
7,0,15,0.445,68|33|55|23|30|64|27|24|32|36|28|58|18|2|56
7,0,16,0.445,68|33|55|23|30|64|27|24|32|36|28|58|18|2|56|59
7,0,17,0.445,68|33|55|23|30|64|27|24|32|36|28|58|18|2|56|59|14
7,0,18,0.507,68|33|55|23|30|64|27|24|32|36|28|58|18|2|56|59|14|61
7,0,19,0.507,68|33|55|23|30|64|27|24|32|36|28|58|18|2|56|59|14|61|53
7,0,20,0.507,68|33|55|23|30|64|27|24|32|36|28|58|18|2|56|59|14|61|53|25
7,1,1,0.719,55
7,1,2,0.76,55|23
7,1,3,0.767,55|23|30
7,1,4,0.767,55|23|30|27
7,1,5,0.767,55|23|30|27|64
7,1,6,0.774,55|23|30|27|64|36
7,1,7,0.775,55|23|30|27|64|36|2
7,1,8,0.776,55|23|30|27|64|36|2|32
7,1,9,0.78,55|23|30|27|64|36|2|32|58
7,1,10,0.781,55|23|30|27|64|36|2|32|58|28
7,1,11,0.781,55|23|30|27|64|36|2|32|58|28|18
7,1,12,0.781,55|23|30|27|64|36|2|32|58|28|18|24
7,1,13,0.781,55|23|30|27|64|36|2|32|58|28|18|24|68
7,1,14,0.781,55|23|30|27|64|36|2|32|58|28|18|24|68|56
7,1,15,0.781,55|23|30|27|64|36|2|32|58|28|18|24|68|56|14
7,1,16,0.781,55|23|30|27|64|36|2|32|58|28|18|24|68|56|14|53
7,1,17,0.806,55|23|30|27|64|36|2|32|58|28|18|24|68|56|14|53|61
7,1,18,0.806,55|23|30|27|64|36|2|32|58|28|18|24|68|56|14|53|61|25
7,1,19,0.818,55|23|30|27|64|36|2|32|58|28|18|24|68|56|14|53|61|25|54
7,1,20,0.818,55|23|30|27|64|36|2|32|58|28|18|24|68|56|14|53|61|25|54|60
7,2,1,0.969,23
7,2,2,0.969,23|30
7,2,3,0.969,23|30|27
7,2,4,0.969,23|30|27|64
7,2,5,0.969,23|30|27|64|2
7,2,6,0.971,23|30|27|64|2|36
7,2,7,0.971,23|30|27|64|2|36|24
7,2,8,0.972,23|30|27|64|2|36|24|58
7,2,9,0.972,23|30|27|64|2|36|24|58|28
7,2,10,0.972,23|30|27|64|2|36|24|58|28|32
7,2,11,0.972,23|30|27|64|2|36|24|58|28|32|18
7,2,12,0.972,23|30|27|64|2|36|24|58|28|32|18|55
7,2,13,0.972,23|30|27|64|2|36|24|58|28|32|18|55|25
7,2,14,0.972,23|30|27|64|2|36|24|58|28|32|18|55|25|53
7,2,15,0.973,23|30|27|64|2|36|24|58|28|32|18|55|25|53|61
7,2,16,0.973,23|30|27|64|2|36|24|58|28|32|18|55|25|53|61|14
7,2,17,0.973,23|30|27|64|2|36|24|58|28|32|18|55|25|53|61|14|60
7,2,18,0.973,23|30|27|64|2|36|24|58|28|32|18|55|25|53|61|14|60|54
7,2,19,0.974,23|30|27|64|2|36|24|58|28|32|18|55|25|53|61|14|60|54|20
7,2,20,0.974,23|30|27|64|2|36|24|58|28|32|18|55|25|53|61|14|60|54|20|22
7,3,1,0.174,68
7,3,2,0.322,68|33
7,3,3,0.552,68|33|55
7,3,4,0.571,68|33|55|23
7,3,5,0.579,68|33|55|23|30
7,3,6,0.584,68|33|55|23|30|64
7,3,7,0.584,68|33|55|23|30|64|27
7,3,8,0.583,68|33|55|23|30|64|27|24
7,3,9,0.596,68|33|55|23|30|64|27|24|32
7,3,10,0.595,68|33|55|23|30|64|27|24|32|36
7,3,11,0.595,68|33|55|23|30|64|27|24|32|36|28
7,3,12,0.594,68|33|55|23|30|64|27|24|32|36|28|58
7,3,13,0.595,68|33|55|23|30|64|27|24|32|36|28|58|18
7,3,14,0.602,68|33|55|23|30|64|27|24|32|36|28|58|18|2
7,3,15,0.602,68|33|55|23|30|64|27|24|32|36|28|58|18|2|59
7,3,16,0.602,68|33|55|23|30|64|27|24|32|36|28|58|18|2|59|56
7,3,17,0.602,68|33|55|23|30|64|27|24|32|36|28|58|18|2|59|56|14
7,3,18,0.675,68|33|55|23|30|64|27|24|32|36|28|58|18|2|59|56|14|61
7,3,19,0.675,68|33|55|23|30|64|27|24|32|36|28|58|18|2|59|56|14|61|53
7,3,20,0.675,68|33|55|23|30|64|27|24|32|36|28|58|18|2|59|56|14|61|53|25
7,4,1,0.567,55
7,4,2,0.583,55|23
7,4,3,0.594,55|23|30
7,4,4,0.594,55|23|30|27
7,4,5,0.602,55|23|30|27|64
7,4,6,0.601,55|23|30|27|64|36
7,4,7,0.602,55|23|30|27|64|36|2
7,4,8,0.602,55|23|30|27|64|36|2|32
7,4,9,0.602,55|23|30|27|64|36|2|32|58
7,4,10,0.603,55|23|30|27|64|36|2|32|58|28
7,4,11,0.604,55|23|30|27|64|36|2|32|58|28|18
7,4,12,0.604,55|23|30|27|64|36|2|32|58|28|18|24
7,4,13,0.604,55|23|30|27|64|36|2|32|58|28|18|24|68
7,4,14,0.604,55|23|30|27|64|36|2|32|58|28|18|24|68|56
7,4,15,0.604,55|23|30|27|64|36|2|32|58|28|18|24|68|56|59
7,4,16,0.604,55|23|30|27|64|36|2|32|58|28|18|24|68|56|59|14
7,4,17,0.604,55|23|30|27|64|36|2|32|58|28|18|24|68|56|59|14|53
7,4,18,0.65,55|23|30|27|64|36|2|32|58|28|18|24|68|56|59|14|53|61
7,4,19,0.65,55|23|30|27|64|36|2|32|58|28|18|24|68|56|59|14|53|61|25
7,4,20,0.651,55|23|30|27|64|36|2|32|58|28|18|24|68|56|59|14|53|61|25|54
7,5,1,0.161,68
7,5,2,0.299,68|33
7,5,3,0.531,68|33|55
7,5,4,0.562,68|33|55|23
7,5,5,0.574,68|33|55|23|30
7,5,6,0.577,68|33|55|23|30|64
7,5,7,0.577,68|33|55|23|30|64|27
7,5,8,0.577,68|33|55|23|30|64|27|24
7,5,9,0.582,68|33|55|23|30|64|27|24|32
7,5,10,0.582,68|33|55|23|30|64|27|24|32|36
7,5,11,0.582,68|33|55|23|30|64|27|24|32|36|28
7,5,12,0.581,68|33|55|23|30|64|27|24|32|36|28|58
7,5,13,0.582,68|33|55|23|30|64|27|24|32|36|28|58|18
7,5,14,0.588,68|33|55|23|30|64|27|24|32|36|28|58|18|2
7,5,15,0.588,68|33|55|23|30|64|27|24|32|36|28|58|18|2|59
7,5,16,0.588,68|33|55|23|30|64|27|24|32|36|28|58|18|2|59|56
7,5,17,0.588,68|33|55|23|30|64|27|24|32|36|28|58|18|2|59|56|14
7,5,18,0.588,68|33|55|23|30|64|27|24|32|36|28|58|18|2|59|56|14|25
7,5,19,0.588,68|33|55|23|30|64|27|24|32|36|28|58|18|2|59|56|14|25|53
